id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
29059,Lovely studio Quartier Latin,125031,Maryline,,Ville-Marie,45.51939,-73.56482,Entire home/apt,95,2,410,2023-03-31,2.63,2,253,52,267153
29061,Maison historique - Quartier Latin,125031,Maryline,,Ville-Marie,45.51929,-73.56493,Entire home/apt,339,3,113,2022-12-30,0.83,2,220,25,267153
34715,Chez Patrac ! Montreal - Métro Beaubien,149769,Alain,,Rosemont-La Petite-Patrie,45.53818,-73.6036,Entire home/apt,160,14,9,2022-11-18,0.06,1,18,2,261026
36301,Romantic & peaceful Plateau  loft,381468,Sylvie,,Le Plateau-Mont-Royal,45.53026,-73.58413,Entire home/apt,160,32,47,2023-03-05,0.49,7,228,5,
46626,Beautiful! Charming! Spacious! Rooms!,208453,Maureen,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47012,-73.60725,Private room,65,3,43,2023-01-01,0.30,2,256,19,305995
50479,L'Arcade Douce  One bedroom apartment,231694,Noemie,,Rosemont-La Petite-Patrie,45.54157,-73.60737,Entire home/apt,94,3,220,2023-04-04,1.44,2,7,48,271530
66276,Comfy #Airbnb with WIFI,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4625,-73.62825,Entire home/apt,40,31,38,2015-11-15,0.26,2,222,0,
70489,Ultra Luxurious - City Center,145990,Marc Andre,,Ville-Marie,45.5019,-73.56354,Entire home/apt,90,31,3,2014-09-08,0.03,1,155,0,
70801,"Large, sunny house with garden near Old MTL",294382,Jennifer&Steeve,,Le Sud-Ouest,45.47812,-73.55698,Entire home/apt,375,3,27,2022-09-08,0.19,1,46,2,310728
73171,Romantic garden studio in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52891,-73.58219,Entire home/apt,110,32,84,2022-01-08,0.58,7,16,0,
85267,Country feeling loft in Plateau,381468,Sylvie,,Le Plateau-Mont-Royal,45.52946,-73.58206,Entire home/apt,150,32,35,2023-03-04,0.24,7,317,6,
99859,Plateau Charm,525486,Sesaye,,Le Plateau-Mont-Royal,45.51856,-73.57756,Entire home/apt,232,31,44,2023-01-01,0.30,1,305,14,
104554,Large apartment in the heart of Mile end,543969,Victoria,,Le Plateau-Mont-Royal,45.52403,-73.60176,Entire home/apt,123,3,87,2023-02-28,0.60,1,0,8,307546
107860,Room with Single Bed,528512,Jen,,Le Plateau-Mont-Royal,45.52508,-73.58719,Private room,21,90,145,2022-12-19,1.00,2,191,2,
116931,Nice room with queen sized bed,528512,Jen,,Le Plateau-Mont-Royal,45.5243,-73.58681,Private room,21,110,123,2022-08-31,0.85,2,197,1,
135275,"Charming aparthotel, little Italie",520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53971,-73.61943,Entire home/apt,99,60,72,2019-12-28,0.50,2,175,0,
137443,"Apt + garden (Mile End, Plateau) / # CiTQ 310398",656725,Christophe,,Le Plateau-Mont-Royal,45.52663,-73.60145,Entire home/apt,139,1,49,2023-04-02,0.36,1,89,10,310398
1296772,2 steps from JeanTalonSubway&Market,2148392,Vicente,,Villeray-Saint-Michel-Parc-Extension,45.53941,-73.61949,Entire home/apt,65,32,30,2022-12-19,0.25,1,84,5,
1320736,Very charming apt plateau - Park,4641329,Pierrette,,Le Plateau-Mont-Royal,45.53434,-73.58697,Entire home/apt,145,31,44,2023-04-12,0.37,3,256,6,307396
616760,lovely apt. at Parc Laurier,3055612,Lise,,Le Plateau-Mont-Royal,45.52976,-73.58744,Entire home/apt,85,2,57,2022-08-31,0.44,1,183,8,310331
142722,Charming studio in Plateau heart,381468,Sylvie,,Le Plateau-Mont-Royal,45.52851,-73.58224,Entire home/apt,110,32,123,2022-12-22,0.86,7,273,3,
157425,4 bedroom home in Mile-end/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51802,-73.59055,Entire home/apt,220,2,29,2023-03-13,0.21,3,106,11,263966
160600,Quiet 1000 sq.ft - 5 rooms + 2 balconies,324569,Anna,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46248,-73.63008,Entire home/apt,82,31,25,2023-01-13,0.18,2,216,2,
160639,Cosy Studio apartment,38398,Omar,,Rosemont-La Petite-Patrie,45.54512,-73.59808,Entire home/apt,90,186,16,2019-11-30,0.11,1,358,0,
1331571,Cozy & bright apartment in the Plateau Mont-Royal,38016,Philippe,,Le Plateau-Mont-Royal,45.53086,-73.57776,Entire home/apt,120,2,19,2023-04-10,0.16,1,8,10,307397
1331679,Large 214 square foot room with 2 bicycles,7223348,Jason,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49181,-73.6294,Private room,33,32,85,2022-08-20,0.72,11,0,3,
1332621,Downtown unique Studio apartment,3548411,CASA Heidi,,Ville-Marie,45.49981,-73.58183,Entire home/apt,115,31,31,2020-10-30,0.26,5,104,0,
161827,Hogan 60 -Entire Furnished apartment,753212,Georges,,Le Plateau-Mont-Royal,45.53882,-73.56102,Entire home/apt,47,32,12,2019-09-26,0.08,5,285,0,
164087,Functional studio (Secret Studio) -plateau,604849,Martin,,Le Plateau-Mont-Royal,45.528545,-73.579308,Entire home/apt,119,2,655,2023-03-28,4.61,4,89,64,291093
165108,The Cocooning in the heart of Rosemont,787391,Karine,,Rosemont-La Petite-Patrie,45.54673,-73.57181,Entire home/apt,90,31,32,2022-01-02,0.23,3,1,0,
168331,Modern vintage 2 BDR in heart plateau,604849,Martin,,Le Plateau-Mont-Royal,45.528431,-73.578979,Entire home/apt,211,2,569,2023-03-15,4.04,4,93,53,291093
171627,MINI LOUNGE LOFT,818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49406,-73.62555,Entire home/apt,92,31,2,2022-08-07,0.01,3,288,1,
180947,"Loft at Unity 1, Downtown - 423",387422,Service,,Ville-Marie,45.50312,-73.56346,Entire home/apt,115,31,5,2022-03-22,0.04,21,229,0,
182142,"Family relocation - car, rooftop, BBQ, gym",818883,Lapelemo,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49172,-73.6247,Entire home/apt,266,31,3,2022-12-31,0.28,3,364,3,
190003,Large sunny room HEARTH of plateau,640693,Marco,,Le Plateau-Mont-Royal,45.51937,-73.56999,Private room,13294,99,1,2011-08-13,0.01,1,365,0,
624078,Amazing 1 Bdrm downtown with garden,3095959,Olivier,,Le Plateau-Mont-Royal,45.50652,-73.57523,Entire home/apt,189,31,9,2022-11-17,0.08,1,108,3,
206647,Le Montreal - Charming apartment (Atwater market),1016614,Home In Montreal,,Le Sud-Ouest,45.47944,-73.5582,Entire home/apt,83,90,19,2022-08-31,0.14,11,274,1,
208337,"Large apartment, terrace and garden",1025518,Christian Et Judith,,Le Plateau-Mont-Royal,45.53217,-73.58388,Entire home/apt,150,20,23,2022-08-28,0.17,2,93,1,306474
635179,Backyard house short or long term,3154502,Liette-Kyny,,Le Sud-Ouest,45.47907,-73.57308,Entire home/apt,115,32,9,2021-06-24,0.09,2,225,0,
1339165,The Villeroise room,7218739,Yan,,Villeray-Saint-Michel-Parc-Extension,45.54207,-73.61947,Private room,50,2,137,2023-03-19,1.17,2,220,30,306386
211602,Beautiful sun-filled Studio,407029,Hans,,Baie-d'Urfé,45.41282,-73.90712,Entire home/apt,146,2,200,2023-03-09,1.74,1,209,32,311701
1351673,IL Destino: Original Tourist apt! - CITQ 186830,2462509,Marisol,,Rosemont-La Petite-Patrie,45.53389,-73.60831,Entire home/apt,90,28,122,2023-01-25,1.15,1,240,18,186830
1367805,Small sunny room /w private balcony + 2 bicycles,7223348,Jason,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49185,-73.62946,Private room,24,32,132,2023-02-28,1.12,11,114,2,
636982,ROOM IN LOVELY AREA (ROSEMONT),3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54721,-73.59024,Private room,48,31,12,2023-02-25,0.11,2,313,6,
637533,Charming Downtown Montreal,2909959,Cottages Montréal,,Ville-Marie,45.51758,-73.55601,Entire home/apt,224,2,179,2023-04-09,1.48,3,205,63,217946
644898,Eco studio/loft in Mile-End/Plateau,756145,Emmanuel,,Le Plateau-Mont-Royal,45.51884,-73.59048,Entire home/apt,111,1,771,2023-03-27,5.97,3,177,99,263966
222430,"Private top floor, downtown view",1020994,Melanie,,Ville-Marie,45.4901,-73.56718,Private room,50,31,20,2022-06-27,0.14,5,318,2,
231472,Charmant appartement équipé,520966,Myriam,,Villeray-Saint-Michel-Parc-Extension,45.53839,-73.61759,Entire home/apt,125,32,22,2020-03-31,0.17,2,0,0,
233584,Spacious room- doubl bed- townhouse,1020994,Melanie,,Le Sud-Ouest,45.49031,-73.56686,Private room,30,32,4,2015-08-31,0.03,5,272,0,
234198,Lovely studio in little garden,381468,Sylvie,,Le Plateau-Mont-Royal,45.52991,-73.58205,Entire home/apt,96,32,49,2022-02-25,0.36,7,196,0,
237216,"Modern, quiet Studio",1245164,Christophe &  Marie-Andrée,,Villeray-Saint-Michel-Parc-Extension,45.55275,-73.60055,Entire home/apt,86,32,42,2022-08-22,0.30,1,287,2,
646363,City apartment fully equipped,3239159,Sandy,,Rosemont-La Petite-Patrie,45.57466,-73.57275,Entire home/apt,90,31,30,2022-11-07,0.23,1,201,4,
1374884,Beautiful garden on the Plateau,7450062,Julie,,Le Plateau-Mont-Royal,45.53625,-73.58638,Entire home/apt,250,3,11,2022-10-11,0.09,1,31,4,310426
238705,Magnificent Family Home in Mile End,1251392,Victor,,Le Plateau-Mont-Royal,45.5211,-73.59219,Entire home/apt,375,31,10,2020-01-02,0.08,1,304,0,
654475,Fully Furnished 2brm apt St-Laurent north Fleury,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54959,-73.66735,Entire home/apt,105,33,8,2021-09-27,0.08,5,0,0,
241212,"Le Laurier, exquisite loft",787391,Karine,,Rosemont-La Petite-Patrie,45.5467,-73.57182,Entire home/apt,160,31,16,2022-11-26,0.12,3,0,1,270992
662501,Luxurious Plateau Apartment,3345978,Mathieu,,Le Plateau-Mont-Royal,45.52408,-73.59696,Entire home/apt,91,31,27,2023-03-09,0.22,3,258,5,
254268,Gorgeous downtown condo getaway,1335666,Ulka,,Le Sud-Ouest,45.48956,-73.57042,Entire home/apt,119,31,9,2012-09-23,0.07,1,0,0,
674339,ANNUEL-HOMA 1500 p2 (140m2) + deck,3423809,Delphine,,Mercier-Hochelaga-Maisonneuve,45.54727,-73.53482,Entire home/apt,50,360,0,,,1,365,0,
1377713,Downtown MTL 3 bedrooms apartment + Parking,1722633,Antonie,,Ville-Marie,45.51244,-73.56744,Entire home/apt,184,2,622,2023-04-02,5.25,1,84,55,299969
1386010,"SUNNY LOFT OLD MTL, GARAGE !!!",2747436,Ariane-Li,,Ville-Marie,45.49912,-73.55432,Entire home/apt,80,365,36,2022-06-30,0.31,1,364,1,
256043,Plateau Mont-Royal Apt. - Long Term Opportunity,1346302,Stéphanie,,Le Plateau-Mont-Royal,45.52912,-73.57694,Entire home/apt,100,90,34,2020-10-29,0.35,1,221,0,
1426712,Charmant appartement/deux étages/terrasse/AC,7673547,Patrick,,Rosemont-La Petite-Patrie,45.55028,-73.58097,Entire home/apt,100,31,28,2022-10-12,0.24,1,196,3,
1431430,"Rustic Beams and Bricks at a Charming, Industrial-Era Loft",7685881,Pat,,Ville-Marie,45.49935,-73.5558,Entire home/apt,250,3,141,2023-04-08,1.19,5,42,28,160672
697198,"Appt Fully furnished, Montreal, Carré St Louis",3571507,Stephane,,Ville-Marie,45.51602,-73.56676,Entire home/apt,43,31,8,2020-03-31,0.14,1,104,0,
262688,Le Tierra - Private Parking Huge Backyard,1016614,Home In Montreal,,Le Sud-Ouest,45.48177,-73.55727,Entire home/apt,171,2,210,2023-03-30,1.61,11,233,25,266431
269160,"Sunny, chic and comfortable",1359551,Anne,,Rosemont-La Petite-Patrie,45.55156,-73.58728,Entire home/apt,78,32,13,2019-08-18,0.10,1,54,0,
708096,Plateau Location Cozy Apartment,3641118,Mark,,Le Plateau-Mont-Royal,45.51579,-73.57833,Entire home/apt,115,32,252,2020-09-28,1.97,1,265,0,
1447970,Chic apt in the heart of Montréal,1213588,Hugues,,Le Plateau-Mont-Royal,45.51585,-73.57393,Entire home/apt,125,31,21,2023-02-28,0.18,1,230,3,
285349,original Montreal style,787391,Karine,,Rosemont-La Petite-Patrie,45.55232,-73.58254,Entire home/apt,150,31,9,2021-10-10,0.16,3,61,0,
285497,Beautiful penthouse MCGill Ghetto! 2 months min!,1486044,Karine,,Le Plateau-Mont-Royal,45.50999,-73.5749,Entire home/apt,150,32,16,2022-10-01,0.17,1,272,2,
1458435,Appartement à Louer À Montréal,6242955,Yan,,Villeray-Saint-Michel-Parc-Extension,45.55887,-73.60963,Entire home/apt,95,2,145,2023-02-22,1.37,1,233,13,303664
726334,"The Red Balcony, 2bdr, AC,  Outremont /Mile end",3758382,Melanie + Guy,,Outremont,45.51811,-73.59867,Entire home/apt,150,32,71,2022-09-06,0.57,1,253,4,
286671,Magnifique appartement - 2 ch - Plateau Mt-Royal,1145010,Ian,,Le Plateau-Mont-Royal,45.51898,-73.56871,Entire home/apt,220,90,11,2019-11-29,0.08,1,358,0,
728677,Big house near subway,3781413,Karine,,Ahuntsic-Cartierville,45.54842,-73.66532,Entire home/apt,180,31,15,2022-10-15,0.15,1,29,3,
291629,Studio in Rosemont - Rouge,1510828,Marie-France Et Alain,,Rosemont-La Petite-Patrie,45.54967,-73.58588,Entire home/apt,37,32,79,2023-03-31,0.59,1,75,3,
739882,Grand logement a aire ouverte,3870879,Karine,,Mercier-Hochelaga-Maisonneuve,45.54253,-73.54261,Entire home/apt,95,14,21,2022-08-23,0.18,1,18,4,302985
744424,Design Apartment in the Most Trendy aera.,3901487,France,,Le Plateau-Mont-Royal,45.5243,-73.59238,Entire home/apt,100,60,149,2021-06-03,1.23,3,0,0,271283
744459,Magnificent Apartment in Miles End,3901487,France,,Le Plateau-Mont-Royal,45.5241,-73.59248,Entire home/apt,150,18,35,2023-01-22,0.28,3,49,4,271283
1462416,"Nice bedroom, sunny appartment.",7837525,Touria,,Ville-Marie,45.52379,-73.5553,Private room,90,31,30,2022-08-03,0.26,1,342,2,
293760,br. fully equip short/ long term,1327466,Marie Gyby,,Saint-Laurent,45.52353,-73.68069,Private room,45,31,36,2021-01-01,0.26,2,270,0,
1473849,Grand Duplex Boheme hyper central,3660851,Ted,,Ville-Marie,45.517662,-73.56054,Entire home/apt,300,4,1,2022-11-23,0.21,2,4,1,311365
755459,Bohemian Loft Retreat in Montreal’s Old Port,1766393,Missy,,Ville-Marie,45.50444,-73.55426,Entire home/apt,306,31,143,2023-04-03,1.59,2,180,6,
331764,Loft sur le Plateau avec terrasse,1676310,Julien,,Le Plateau-Mont-Royal,45.52916,-73.57174,Entire home/apt,48,31,64,2023-02-16,0.49,1,184,3,
1482461,Private room in amazing apt,4120717,Francois,,Le Sud-Ouest,45.47668,-73.58549,Private room,114,1,0,,,1,44,0,312440
1501912,Huge Room With its own Bathroom!,8024983,Julie (Habitats Julie Et David),,Rosemont-La Petite-Patrie,45.539067772273945,-73.6074790354254,Private room,87,1,582,2023-03-25,5.87,6,305,88,286775
351671,Plateau cozy studio with balcony,381468,Sylvie,,Le Plateau-Mont-Royal,45.52979,-73.58235,Entire home/apt,119,32,72,2021-08-06,0.55,7,307,0,
353210,Small room in a wonderful house,1789044,Colin&Özge,,Mercier-Hochelaga-Maisonneuve,45.55646,-73.53311,Private room,32,31,27,2023-01-01,0.22,3,135,3,
1502401,Cœur de HOMA,2369940,Sylvie Et Robert,,Mercier-Hochelaga-Maisonneuve,45.5461,-73.54768,Entire home/apt,45,365,6,2020-06-28,0.06,1,104,0,
1532800,Charmant Rdc avec jardin face parc,4641329,Pierrette,,Le Plateau-Mont-Royal,45.5362,-73.58311,Entire home/apt,280,7,32,2022-10-16,0.30,3,317,8,307396
366300,Beautiful LOFT in the Plateau MTL,1849455,Jackie,,Le Plateau-Mont-Royal,45.51783,-73.58198,Entire home/apt,220,365,15,2017-07-04,0.11,1,364,0,
1544844,L'inoubliable ,8232632,Luz,,Villeray-Saint-Michel-Parc-Extension,45.56489,-73.59731,Entire home/apt,42,32,223,2022-07-21,1.90,1,172,1,
756784,Dream 2 Floor Penthouse Village,3984292,Yoann & Markus,,Ville-Marie,45.5202,-73.56335,Entire home/apt,150,28,69,2023-03-21,0.58,1,0,9,306072
380222,Like home in NDG! Monthly rental,1908104,Josée,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46567,-73.61991,Entire home/apt,95,31,6,2022-05-27,0.04,1,258,1,
759953,Bright and sunny family house,3517393,Hélène & Simon,,Ahuntsic-Cartierville,45.54117,-73.67114,Entire home/apt,150,31,1,2015-01-01,0.01,1,0,0,
1554643,15 min. Montreal airport. Water,7038328,Lissa,,Lachine,45.43079,-73.67173,Entire home/apt,75,32,40,2021-01-02,0.34,2,104,0,
397489,Montreal downtown condo.,1980685,Chad,,Le Sud-Ouest,45.4888,-73.57092,Entire home/apt,149,31,25,2021-02-01,0.19,2,257,0,
760558,Cozy room -woman only- heart of Plateau Mont Royal,715871,Stephanie,,Le Plateau-Mont-Royal,45.52186,-73.58207,Private room,99,1,47,2023-02-19,0.40,1,0,4,307677
416010,Apt central et lumineux (4) (Long terme),702508,Andréane,,Rosemont-La Petite-Patrie,45.5519,-73.57544,Entire home/apt,45,60,36,2022-12-20,0.27,2,56,3,
767978,2 Bedrooms Rosemont close to Subway,4044343,Marie-Josée,,Rosemont-La Petite-Patrie,45.55299,-73.59536,Entire home/apt,55,50,10,2021-08-14,0.11,1,316,0,
1555580,"Beautiful apartment, room for rent.",6841780,Thomas,,Le Sud-Ouest,45.48172,-73.56808,Private room,100,3,38,2022-10-17,0.33,1,308,12,823576
418104,Charming studio in old-Rosemont,2077991,Janique And Frederic,,Rosemont-La Petite-Patrie,45.54702,-73.57514,Entire home/apt,75,32,395,2023-01-18,2.96,1,101,6,
1571302,LUXURIOUS 2 BEDROOMS CONDO,8355288,Cadet,,Le Sud-Ouest,45.48081,-73.57793,Entire home/apt,149,155,7,2023-01-01,0.13,1,0,3,
1581691,Apartment downtown Montreal,8412574,Nancy,,Ville-Marie,45.5081,-73.55797,Entire home/apt,114,180,4,2022-05-14,0.04,1,288,1,
781216,Beautiful Condo in old Montreal,4111978,Cecilia,,Ville-Marie,45.50342,-73.55668,Entire home/apt,58,90,29,2019-12-22,0.24,1,261,0,
815265,2 bedrooms executive suite downtown Montreal - 475,387422,Service,,Ville-Marie,45.49238,-73.57625,Entire home/apt,112,31,4,2023-02-27,0.04,21,242,2,
425582,Montreal for family Monthly only!,1775783,Corinne,,Le Plateau-Mont-Royal,45.53812,-73.56037,Entire home/apt,65,32,12,2022-11-20,0.09,1,1,1,
839318,"Comfortable, fully equipped apartment in Montreal",4384589,Charles,,Rosemont-La Petite-Patrie,45.54934,-73.58532,Entire home/apt,80,31,30,2023-01-13,0.25,1,277,3,
839334,"Repos & Manna Downtown Montreal,  Rm #1, sleeps 3",3850638,Tony,,Le Sud-Ouest,45.48699,-73.5735,Private room,203,2,0,,,2,0,0,221373
426532,Le Bruxelles - CHIC apt near metro: parking &patio,1016614,Home In Montreal,,Verdun,45.46853,-73.57173,Entire home/apt,112,90,12,2022-04-18,0.09,11,0,1,
453936,"Luminous LOFT, Calm and Spacious",1904354,Serge,,Le Plateau-Mont-Royal,45.51614,-73.581,Entire home/apt,113,3,327,2023-04-03,2.47,1,195,46,249454
1592606,NEW studio full kitchen very calm,8494634,Geneviève Et Renaud,,Ahuntsic-Cartierville,45.57158,-73.64661,Entire home/apt,100,32,44,2023-01-06,0.41,1,253,3,
476730,Superb apartment with all comfort | 3BDR | Parking,2363064,Eloy & Julie,,Rosemont-La Petite-Patrie,45.54478,-73.60849,Entire home/apt,90,31,47,2019-08-14,0.36,1,0,0,
1594053,Beautiful Loft in Old Montreal,8502121,Istifan,,Ville-Marie,45.50169884840736,-73.55849248197913,Entire home/apt,190,31,18,2023-03-31,0.15,2,45,8,
840426,HOME IN THE HEART OF THE PLATEAU,3382340,Yanic,,Le Plateau-Mont-Royal,45.52073,-73.5807,Entire home/apt,155,60,0,,,1,227,0,
481023,Loft-like Apartment & Rooftop Views,1149654,Jessica,,Le Plateau-Mont-Royal,45.52428,-73.58825,Entire home/apt,252,32,15,2019-08-08,0.11,3,332,0,
487610,Nice room in the heart of Montreal,2170500,Cecel,,Le Plateau-Mont-Royal,45.51272,-73.57613,Private room,27,31,20,2020-03-28,0.15,1,105,0,
842128,A spacious apt in Downtown Montreal,4393679,Animesh,,Ville-Marie,45.49272,-73.56501,Entire home/apt,500,60,0,,,1,0,0,
844269,Amazing Loft in the Old Montreal,2441890,Alain,,Ville-Marie,45.50484,-73.55483,Entire home/apt,213,31,74,2019-02-25,0.62,1,89,0,
1600445,Cozy 1 bedroom rental - top Montreal neighborhood!,936456,Tamar,,Villeray-Saint-Michel-Parc-Extension,45.54597,-73.61739,Entire home/apt,129,31,6,2023-01-03,0.95,1,143,6,
1601488,loft style new york,8534820,Gerard,,Ville-Marie,45.49862,-73.55977,Entire home/apt,163,31,64,2019-08-05,0.58,2,43,0,
488221,Oasis next to Jean Talon market,1375370,Pierre Et Martyna,,Rosemont-La Petite-Patrie,45.53556,-73.61186,Entire home/apt,285,31,19,2019-08-22,0.14,1,76,0,
1654750,Cozy 2bd in The Village,8751784,Omid,,Ville-Marie,45.51871,-73.55818,Entire home/apt,120,31,25,2022-11-16,0.22,1,271,3,
1685875,Magnifique studio_Petite-Italie,8912131,Annie,,Rosemont-La Petite-Patrie,45.53295,-73.61347,Entire home/apt,86,32,278,2022-06-02,2.54,2,114,2,
1690855,Downtown Montreal Loft,4162573,Estée,,Ville-Marie,45.50725,-73.57072,Entire home/apt,110,300,2,2013-11-02,0.02,1,0,0,
1712572,402 - 1 Bedroom condo Old Port,387422,Service,,Ville-Marie,45.51195,-73.55062,Entire home/apt,99,90,1,2017-07-06,0.01,21,364,0,
500701,Amazing loft in Montreal downtown,2470535,Valerie,,Le Sud-Ouest,45.48004,-73.58113,Entire home/apt,415,31,307,2023-03-26,2.36,1,276,45,
1755790,La vraie vie de quartier à Montréal,9233712,Catherine,,Rosemont-La Petite-Patrie,45.54424,-73.60263,Entire home/apt,80,31,32,2023-03-16,0.28,1,182,5,
1762680,Cat Lovers - artsy 2-bedroom,1433221,Miriam,,Rosemont-La Petite-Patrie,45.53275,-73.6159,Entire home/apt,100,5,21,2022-10-16,0.18,1,0,2,310374
1763872,Clark 2brm fully furnished suite,1803138,MFS - Maria,,Ahuntsic-Cartierville,45.54035,-73.64508,Entire home/apt,105,33,7,2022-05-14,0.07,5,71,1,
1767393,Great location downtown Mtl,1020994,Melanie,,Le Sud-Ouest,45.48995,-73.56535,Private room,25,31,4,2022-04-15,0.04,5,292,1,
847794,Skylit Loft in Old Montreal,1176600,Alex,,Ville-Marie,45.50602,-73.55536,Entire home/apt,203,1,656,2023-03-26,5.47,1,285,72,000000
854388,"2-bdr - furnished, heated & private garden",4462156,Florence Et France,,Le Sud-Ouest,45.44955,-73.59633,Entire home/apt,90,32,1,2016-07-31,0.01,8,44,0,
856136,REALLY NICE ROOM IN ROSEMONT AREA,3176181,Pierre-Marc,,Rosemont-La Petite-Patrie,45.54706,-73.59011,Private room,48,31,6,2023-02-12,0.77,2,365,6,
513546,High end loft downtown/old Montreal,2529811,Kim And Sam,,Ville-Marie,45.50434,-73.56264,Entire home/apt,114,24,382,2023-03-26,2.89,4,250,15,331251
519108,Quartier Villeray Montréal,2553387,Andréanne,,Villeray-Saint-Michel-Parc-Extension,45.53689,-73.62379,Entire home/apt,85,32,34,2023-03-23,0.26,1,174,5,
858051,"1800 SQ.FT, 4 BEDROOMS, 2 BATHROOMS",4489286,Ibrahim,,Verdun,45.45032,-73.56707,Entire home/apt,309,31,34,2022-11-26,0.28,2,354,2,1169743656
1809737,4 1/2 Plateau Mt-Royal prime spot/quiet (31 days+),9482285,Martine,,Le Plateau-Mont-Royal,45.53608,-73.57504,Entire home/apt,160,31,8,2018-07-01,0.07,2,0,0,
1838648,Montreal DREAMLOFT on the PLATEAU🤩,3998914,Brad & Dan,,Le Plateau-Mont-Royal,45.52143,-73.57345,Entire home/apt,161,2,728,2023-04-08,6.44,3,43,75,281470
526401,Spacious bright loft in the Plateau,915999,Tammy,,Le Plateau-Mont-Royal,45.5137,-73.57614,Entire home/apt,140,180,93,2019-08-17,0.77,1,365,0,
1844027,Housing (Logement) in the Plateau (CITQ-306732),3368536,Redgi,,Le Plateau-Mont-Royal,45.53285,-73.58246,Entire home/apt,113,2,109,2023-04-10,0.97,1,123,21,306732
865853,Fully renovated apt Rosemont Petite Patrie,1155194,Céline&François,,Rosemont-La Petite-Patrie,45.53931,-73.59157,Entire home/apt,173,32,204,2023-04-12,1.65,1,177,5,
527449,"Cosy and private place, Mile End",2591217,Philippe,,Le Plateau-Mont-Royal,45.52952,-73.59487,Entire home/apt,65,33,34,2023-03-03,0.30,1,207,1,
866133,"Super! Feel lucky? Fast ""réponse""",4296239,Lynne,,Mercier-Hochelaga-Maisonneuve,45.55621,-73.53948,Private room,86,31,91,2019-08-25,0.74,1,0,0,
869558,Le Boston - Cheap & Charming apt (near OLD MTL),1016614,Home In Montreal,,Le Sud-Ouest,45.47984,-73.55837,Entire home/apt,74,90,27,2017-04-30,0.23,11,0,0,
875315,6 minutes à pieds du marché J-Talon,4621118,Josée,,Villeray-Saint-Michel-Parc-Extension,45.54245,-73.61908,Entire home/apt,100,31,22,2023-03-31,0.26,3,26,5,
878292,Sympathique Condo parc LAURIER plateau trendy,4641329,Pierrette,,Le Plateau-Mont-Royal,45.53302,-73.58786,Entire home/apt,123,31,12,2023-01-30,0.12,3,286,3,
889347,FURNISHED STUDIO FOR TWO VERY NEAR METRO; DALI,4718435,Pierre,,Rosemont-La Petite-Patrie,45.53421,-73.60252,Entire home/apt,90,5,82,2023-02-26,0.67,4,121,17,266641
1851104,Beautiful Condo - Heart of Montreal,3302556,A.,,Ville-Marie,45.5095,-73.56323,Entire home/apt,85,180,17,2020-02-29,0.15,1,25,0,
1875887,Adorable minimalist studio - near the subway,9770464,Melissa,,Ville-Marie,45.52385,-73.55971,Entire home/apt,51,32,34,2022-12-27,0.37,15,252,3,
1890203,"Ghost Sign Suites #1, 1920s style",9828616,Lance,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46878,-73.6219,Entire home/apt,250,7,70,2023-01-04,0.61,2,212,14,294907
542160,Charming condo Plateau Mont-Royal,2666170,Alex,,Le Plateau-Mont-Royal,45.53666,-73.58142,Entire home/apt,85,10,188,2023-03-11,1.73,2,203,5,284723
1992873,nice flat Jean-Talon/Jarry subways,464694,Alexandre (Sasha),,Villeray-Saint-Michel-Parc-Extension,45.54126,-73.62135,Entire home/apt,80,35,52,2019-11-04,0.46,1,166,0,
890444,Charming spot in Montreal,4700215,Valérie,,Mercier-Hochelaga-Maisonneuve,45.5578,-73.53967,Entire home/apt,120,2,87,2023-03-17,0.76,1,212,11,263141
556742,"5-1/2 Plateau Mont Royal,2 bedrooms",2737452,Carole,,Le Plateau-Mont-Royal,45.5309,-73.56854,Entire home/apt,95,31,125,2022-11-16,0.96,2,314,8,
898804,3 1/2  + Hide-a-bed  in Plateau !!!,4797675,Marie-Hélène,,Le Plateau-Mont-Royal,45.53571,-73.56806,Entire home/apt,55,32,34,2023-02-12,0.28,2,173,6,
909966,"",1646154,Dimitri,,Le Sud-Ouest,45.45053,-73.60031,Entire home/apt,38,40,39,2022-06-05,0.32,6,248,1,
