id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
42250081,Le Bijou AirHome Two Bedroom Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46578,-73.617,Entire home/apt,162,1,85,2023-03-20,2.21,28,13,49,300482
42267466,Dtown Tranquil -Monthly Rental,111294431,Magdalina,,Ville-Marie,45.49561,-73.56675,Entire home/apt,87,32,3,2021-11-20,0.08,25,33,0,
42297160,Le Bijou AirHome Designer One Bedroom Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.4654,-73.61553,Entire home/apt,115,1,86,2022-12-23,2.23,28,69,33,300482
42298466,Le Bijou AirHome One Bedroom King Master Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Entire home/apt,101,1,45,2023-04-12,1.32,28,60,22,300482
42298544,Le Bijou AirHome Two Bedroom Deluxe Suite DISCOUNT,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Private room,110,1,115,2023-03-12,3.40,28,84,36,300482
42298608,Le Bijou AirHome Two Bedroom Deluxe Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Entire home/apt,100,1,27,2023-04-01,0.79,28,55,16,300482
42299309,Le Bijou AirHome One Bedroom Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Entire home/apt,92,1,105,2023-04-09,3.12,28,85,41,300482
42313407,Le Bijou AirHome One Bedroom Suite Large Balcony,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Entire home/apt,103,1,40,2023-04-10,1.07,28,11,18,300482
42313513,Le Bijou AirHome One Bedroom Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Entire home/apt,98,1,59,2023-04-03,1.53,28,85,30,300482
42315956,Le Bijou AirHome Two Bedroom Double Queen Suite,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46475,-73.61632,Entire home/apt,108,1,51,2023-04-09,1.32,28,89,11,300482
42329815,"Casa Italiana, cozy, charming and private, MPD3",40497800,Lorenzo,,LaSalle,45.42651,-73.60274,Private room,45,31,21,2023-04-01,0.56,4,360,14,
42350656,OLD Listing 3BDR Penthouse on Crescent,284489108,Leila,,Ville-Marie,45.49861,-73.57795,Entire home/apt,550,2,42,2022-10-10,1.11,25,9,21,123456
42352799,Beautiful condo in Beaconsfield South!,39941082,Jose,,Beaconsfield,45.43158,-73.85839,Entire home/apt,120,32,3,2021-03-30,0.10,1,42,0,
42352806,Montreal spacious room (queen bed),75273677,René,,Saint-Léonard,45.58471,-73.5742,Private room,42,7,18,2023-01-05,0.47,4,13,10,306267
42365133,Good location! comfy room with NETFLIX+ Malls,279443463,Nelson,,Mercier-Hochelaga-Maisonneuve,45.57507,-73.53628,Private room,115,1,29,2022-10-22,0.76,1,175,16,298211
40119116,Cozy and Roomy Studio,295393829,Ruslan,,LaSalle,45.41928,-73.64459,Entire home/apt,70,31,15,2021-10-16,0.46,1,31,0,
40119979,Spacious 2BR Business/Relocation ★★★★★,9818417,Andre,,Le Plateau-Mont-Royal,45.52568,-73.59821,Entire home/apt,83,31,1,2020-02-09,0.03,20,167,0,
41146661,Studio - Montreal Canadiens Tower 2 (19th floor),5705687,Fred,,Ville-Marie,45.49674,-73.56887,Entire home/apt,55,32,13,2023-03-07,0.39,2,98,6,
41161399,Chaleureuse maison 1 étage tout inclus,288215450,Israel,,Mercier-Hochelaga-Maisonneuve,45.59929,-73.51714,Entire home/apt,75,31,1,2022-08-31,0.13,1,240,1,
42374564,Architectural home with spa- Montreal Plateau,73771486,KArine,,Le Plateau-Mont-Royal,45.52787,-73.5807,Entire home/apt,649,3,14,2023-03-20,0.69,1,290,12,309835
41174522,Stylish griffintown studio with amazing skyline,47595256,Melodie,,Le Sud-Ouest,45.49481,-73.55785,Entire home/apt,70,365,3,2021-03-29,0.08,1,269,0,
41182546,Maison Magnifique près d’aéroport,250901607,Jolie,,Saint-Laurent,45.51454,-73.72237,Entire home/apt,120,2,0,,,1,289,0,123456
40126806,"1BR, NEXT TO  VERDUN METRO $1480/mo",302975713,Robert,,Verdun,45.4501,-73.57147,Entire home/apt,55,31,13,2023-03-30,0.33,1,126,12,
40175156,★Spacious 2BR ★Business/Relocation/TechHub Stay!,9818417,Andre,,Le Plateau-Mont-Royal,45.52611,-73.59796,Entire home/apt,129,31,10,2022-10-01,0.25,20,213,5,
42428695,"Hotel Epik Montreal, Penthouse",320221217,Hotel Epik,,Ville-Marie,45.50367,-73.55439,Private room,7000,7,0,,,2,0,0,603094
41195737,DOWNTOWN MONTREAL UPSCALE CONDO,137015168,Marc,,Ville-Marie,45.50401,-73.56249,Entire home/apt,1300,32,0,,,11,179,0,
41237359,"Spacious studio, 5 minutes to Metro Monk",314504703,Olga,,Le Sud-Ouest,45.45232,-73.58733,Entire home/apt,88,1,271,2023-03-26,6.82,3,7,72,301392
41314046,Cozy Studio Downtown/Bell/Concordia/McGill,120945618,Natalia,,Ville-Marie,45.49634,-73.58192,Entire home/apt,89,1,119,2023-04-06,5.09,1,163,53,293738
41319987,Great 2BR ★Corporate Travel★Relocation★Glen Site★,195501369,Julio,,Le Sud-Ouest,45.47777,-73.59083,Entire home/apt,169,31,2,2021-10-25,0.09,53,62,0,
41320360,Well located 3BR ★Business★Relocation★Leisure,195501369,Julio,,Le Sud-Ouest,45.47984,-73.58892,Entire home/apt,119,31,3,2022-04-28,0.08,53,128,1,
42431270,Cozy Room in Downtown Montreal!,4195797,Leticia & Jeffry,,Ville-Marie,45.48904,-73.58095,Private room,93,10,23,2023-02-20,0.61,3,293,14,312362
42450210,Gingerbread Manor - deMaisonneuve - Breakfast incl,4847479,Ephraim,,Le Plateau-Mont-Royal,45.51576,-73.56921,Private room,172,1,0,,,6,33,0,222528
42460107,"Clanranald Stables
Historical and modern",18449263,Jean,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.48297,-73.63258,Entire home/apt,149,31,1,2020-07-25,0.03,2,273,0,
41323109,Brand New Studio at Montreal Downtown,131308306,Hao,,Ville-Marie,45.49452,-73.56942,Private room,100,31,0,,,1,241,0,
40176062,Hotel-living in studio by the old port,127614967,Gustav,,Ville-Marie,45.50372,-73.56453,Entire home/apt,63,31,1,2019-12-11,0.02,1,0,0,
42491472,Casa Italiana Open Space Cozy Montreal living MPD4,40497800,Lorenzo,,LaSalle,45.42633,-73.60699,Shared room,40,31,12,2022-09-10,0.37,4,365,1,
42494445,Cozy apt to sublet( furnished and all included),25612677,Meg,,Le Sud-Ouest,45.43763,-73.5998,Entire home/apt,87,180,0,,,1,0,0,
40179002,Modern house in Beaconsfield (monthly only),260050265,Yan,,Beaconsfield,45.43208,-73.84398,Entire home/apt,190,32,5,2022-09-20,0.13,1,133,1,
42497631,Amazing Apartment,2502190,T,,Mercier-Hochelaga-Maisonneuve,45.54459,-73.54619,Entire home/apt,129,31,71,2022-10-31,2.24,1,78,31,
40181792,Maple room 🍁| Terrace 🌞☘️ | Calm & Central,13538411,Olivier,,Le Sud-Ouest,45.47849,-73.58786,Private room,39,31,22,2023-01-31,0.55,1,94,4,
42555399,Renovated  Studio in the Latin Quarter,325409835,Place,,Ville-Marie,45.51664,-73.56479,Entire home/apt,54,60,9,2022-01-26,0.24,15,71,0,
42557821,Sunny 1 Bedroom studio in Downtown MTL,325409835,Place,,Ville-Marie,45.51647,-73.56697,Entire home/apt,56,60,15,2022-08-08,0.41,15,0,2,
42559762,Chambre privée rénové  au centre-ville,325409835,Place,,Ville-Marie,45.51492,-73.56513,Private room,36,60,7,2022-04-30,0.19,15,90,1,
42603414,Heart of MTL- Near Metro Berri with parking,339207496,Hudson,,Ville-Marie,45.51928,-73.56551,Entire home/apt,421,2,81,2023-04-06,2.14,1,20,57,306127
40182206,Metro Cadillac  -  Parking included  - CITQ 307462,310313345,Eric,,Mercier-Hochelaga-Maisonneuve,45.57373,-73.5467,Entire home/apt,100,2,111,2023-04-05,2.70,1,33,46,307462
40250139,Renovated Studio Perfectly Located - 312337,59184509,Yanick And Victor,,Le Plateau-Mont-Royal,45.51114,-73.57315,Entire home/apt,70,2,2,2019-12-31,0.05,5,95,0,312337
41352517,Grand appartement avec terrasse près du Métro,302509748,Jean-François,,Rosemont-La Petite-Patrie,45.54305,-73.60712,Entire home/apt,250,3,43,2022-10-10,1.12,1,0,14,301206
42605267,Amazing town house fully furnished old Montréal!,62471472,Ranya,,Ville-Marie,45.51263,-73.54932,Entire home/apt,233,120,0,,,1,0,0,
41362636,CONDO TO RENT AT THE PLATEAU MONT ROYAL!.,161788716,Yasmi,,Le Plateau-Mont-Royal,45.52832,-73.56578,Entire home/apt,70,365,0,,,1,365,0,
41378566,WHOLE APT NEAR AIRPORT,22510492,Fitzgerald,,Montréal-Ouest,45.44936,-73.63972,Entire home/apt,85,2,73,2023-04-13,1.94,1,228,63,223627
41436726,"Le Chalet St-Léo, rez-de-chaussée",137921345,Nacima & Kamal,,Saint-Léonard,45.58766,-73.57995,Entire home/apt,148,2,37,2023-02-27,0.95,7,326,24,296468
40280194,Lovely flat in the hip neighborhood.,311158628,Yuliya,,Mercier-Hochelaga-Maisonneuve,45.55104,-73.53195,Entire home/apt,71,2,94,2023-04-10,2.29,1,36,52,299804
42617043,Charming and warm minimalist studio in Rosemont,9770464,Melissa,,Rosemont-La Petite-Patrie,45.557594,-73.569633,Entire home/apt,47,32,7,2022-12-20,0.23,15,241,2,
42692703,Private Room kitchen walk 2 Metro fast  wifi,7983086,Amir,,Le Sud-Ouest,45.47329,-73.58674,Private room,30,31,11,2022-12-23,0.34,14,72,5,
42736148,Un pied à terre au centre-ville,172058803,Philippe,,Le Plateau-Mont-Royal,45.506924,-73.572479,Entire home/apt,50,32,1,2022-04-30,0.09,12,0,1,
42736381,Studio in downtown MTL,172058803,Philippe,,Le Plateau-Mont-Royal,45.5079,-73.57341,Entire home/apt,50,32,1,2022-04-11,0.08,12,0,0,
42754318,South West Montreal Apartment,27375271,Fabrice,,Verdun,45.46849,-73.56776,Entire home/apt,50,31,8,2022-11-29,0.24,2,175,4,
42761726,☆Splendid Two Floor Penthouse ☆ w/Roof Top Patio ☆,318040,Seb,,Ville-Marie,45.51608,-73.55894,Entire home/apt,178,4,51,2023-04-04,1.88,1,107,38,312048
40281499,Belle chambre privée au cœur de la vie urbaine.,118241050,Gilles,,Rosemont-La Petite-Patrie,45.54436,-73.55849,Private room,135,1,123,2023-04-10,3.03,1,298,65,195591
40282147,SPLENDID 2 Floor Loft Downtown Montreal,2441159,Arthur,,Ville-Marie,45.50222,-73.56416,Entire home/apt,140,1,245,2023-04-03,6.08,1,49,73,305639
40284162,Cool Boho Basement Flat Mile End,67706664,Sylvia,,Le Plateau-Mont-Royal,45.5234,-73.59646,Entire home/apt,79,32,44,2023-04-01,1.08,2,169,13,
40306800,"HWY 40 & 15N; 3-Bedrooms; 1,102 ft2; CITQ #300239",151896049,Raymond,,Ahuntsic-Cartierville,45.54028,-73.65282,Private room,200,7,2,2022-08-14,0.05,2,342,1,300239
40347080,M-Montreal: 1 bed in a 4 Bed FEMALE ONLY Dorm,217614980,M Montreal,,Ville-Marie,45.51576,-73.55597,Shared room,66,1,8,2022-12-06,0.21,14,247,2,539280
40347481,M-Montreal: 1 bed in a 6 Bed FEMALE ONLY Dorm,217614980,M Montreal,,Ville-Marie,45.51672,-73.55608,Shared room,54,1,7,2022-09-22,0.18,14,258,2,539280
40347769,M-Montreal: 1 bed in a 14 Bed MIXED Dorm,217614980,M Montreal,,Ville-Marie,45.51685,-73.55591,Shared room,42,1,54,2022-11-27,1.34,14,258,40,539280
40365099,"Montréal, je t'aime !  in the heart of the Plateau",15790089,Alex Et Justin,,Le Plateau-Mont-Royal,45.53073,-73.57409,Entire home/apt,95,1,150,2023-04-10,3.72,2,111,75,295222
40373541,2 Bedroom 2 bathroom w/ a large terrace,223679880,Kas,,Le Sud-Ouest,45.48355,-73.57623,Entire home/apt,203,2,76,2023-04-09,1.87,55,89,46,298284
40392471,Family apartment  on the upper floor of a Duplex,223679880,Kas,,Le Sud-Ouest,45.4833,-73.57461,Entire home/apt,185,2,49,2023-04-09,1.20,55,138,29,298284
40396983,Stunning 4 Suites on private Floor in Little Italy by Denstays,487327,Louis,,Rosemont-La Petite-Patrie,45.53347,-73.61422,Entire home/apt,383,2,2,2023-01-02,0.10,61,18,1,298616
41459977,Tout confort à Montréal - Verdun,326312412,Brigitte,,Verdun,45.44913,-73.58237,Entire home/apt,80,31,8,2022-01-09,0.25,1,94,0,
41537731,"Petit coin chaleureux, calme et bien situé",295641307,Silvia G,,Ahuntsic-Cartierville,45.54307,-73.64912,Entire home/apt,55,31,11,2022-10-05,0.28,1,88,1,
42763263,"2 bedrooms appartment, 5mn from metro",17690356,Kevin,,Verdun,45.46118,-73.57564,Entire home/apt,43,31,6,2023-03-26,0.17,1,64,2,
40444538,"Comfy room A, 5 minutes to Metro Angrignon",243746900,Lucy,,Le Sud-Ouest,45.44926,-73.60102,Private room,29,31,58,2023-03-19,1.45,109,61,26,
40448472,"Beautiful house, nice yard, near food market, park",108368302,Frédéric,,Villeray-Saint-Michel-Parc-Extension,45.53988,-73.62148,Entire home/apt,287,2,24,2022-12-28,0.63,1,252,10,308698
40480532,"Comfy room B, 5 minutes to Metro Angrignon",243746900,Lucy,,Le Sud-Ouest,45.44903,-73.6011,Private room,29,2,59,2023-03-26,1.55,109,34,40,288079
42763635,Cozy apartment next to Olympic Stadium,30602519,Marc,,Mercier-Hochelaga-Maisonneuve,45.56991,-73.53811,Entire home/apt,100,31,23,2022-01-02,0.61,1,285,0,
40485079,5 bedrooms 2 bathrooms for large family or groups,313107564,Cindy,,Verdun,45.46481,-73.5673,Entire home/apt,168,31,4,2020-02-21,0.10,1,0,0,
40534476,16 Studio Apartment-Hotel in Little Italy by Denstays,487327,Louis,,Rosemont-La Petite-Patrie,45.53314,-73.61396,Entire home/apt,1824,2,0,,,61,246,0,298616
40539575,Cozy room- Olympic stadium  & Downtown Montreal #3,311965790,Alex,,Rosemont-La Petite-Patrie,45.55969709568031,-73.56834837227565,Private room,96,2,43,2023-01-01,1.08,7,226,18,300104
40562415,Warm & cozy 1BDR apartment-trendy area,314256859,Pascale,,Le Plateau-Mont-Royal,45.51929,-73.57524,Entire home/apt,103,31,19,2023-03-09,0.49,5,138,7,307282
40563715,Rural Chic Inspired 4BDR Home -Downtown,314256859,Pascale,,Ville-Marie,45.51307,-73.56665,Entire home/apt,459,2,58,2023-03-30,1.43,5,110,44,299833
40564696,Discover the Latin Quarter from a Chic 3BDR Home,314256859,Pascale,,Ville-Marie,45.51305,-73.56665,Entire home/apt,385,2,116,2023-03-26,2.89,5,101,54,299833
40568813,Cozy room- Olympic stadium  & Downtown Montreal #4,311965790,Alex,,Rosemont-La Petite-Patrie,45.557599675582566,-73.56745959721668,Private room,96,2,55,2022-12-31,1.37,7,208,34,300104
40590921,Monthly Stays ♥️ | Home OFFICE 🗂 5 Min to Metro,71333517,Monthly Stays,,Le Sud-Ouest,45.45584,-73.59329,Entire home/apt,74,32,30,2023-03-10,0.74,7,56,4,
40593581,Condo - Montreal Canadiens Tower 2 (32nd floor),5705687,Fred,,Ville-Marie,45.49487,-73.56864,Entire home/apt,85,32,2,2023-01-01,0.10,2,160,1,
40620719,private room heart of downtown 7,241968753,Zohre,,Le Plateau-Mont-Royal,45.50903,-73.57603,Private room,43,1,48,2023-03-26,1.17,6,2,31,000000
40628479,Cozy room - Olympic stadium & Downtown Montreal #7,311965790,Alex,,Rosemont-La Petite-Patrie,45.55744390054164,-73.56958003871722,Private room,93,2,46,2023-02-26,1.15,7,207,35,300104
40628679,Cozy room- Olympic stadium  & Downtown Montreal #9,311965790,Alex,,Rosemont-La Petite-Patrie,45.559688002413395,-73.56800973056677,Private room,108,2,57,2022-11-12,1.48,7,215,22,300104
41539318,Cozy 1BR w/private entrance near Montreal Airport,65223220,Daniel,,Lachine,45.43607,-73.67979,Entire home/apt,99,3,68,2023-04-03,1.74,1,137,18,310381
41541152,"Room w/private balcony, TV, direct bus to HEC, UdM",316145335,Diane,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.47661,-73.6365,Private room,75,31,9,2023-02-28,0.23,7,180,4,
41587517,Spacious New 2BR perfect for ★Relocation★Business★,66340481,Daniel,,Le Sud-Ouest,45.47747,-73.59079,Entire home/apt,169,31,2,2020-02-10,0.05,37,62,0,
41596819,Great 2BR ★Corporate Travel★Relocation★Glen Site★,66340481,Daniel,,Le Sud-Ouest,45.47748,-73.58917,Entire home/apt,169,31,4,2023-02-22,0.11,37,62,1,
42779853,Private RM Closet 10 min walk Metro. Close 2 D.T.,7983086,Amir,,Le Sud-Ouest,45.47105,-73.58677,Private room,32,32,9,2022-08-13,0.31,14,57,4,
42789089,ApartHotelMontreal by Les Terrasses Saint Urbain,267675663,Aparthotel,,Ville-Marie,45.51007,-73.56981,Entire home/apt,342,1,3,2022-10-24,0.15,8,291,1,222512
42795970,Cute room with Balcony walk 2 Metro bikepath Canal,7983086,Amir,,Le Sud-Ouest,45.47242,-73.58889,Private room,30,32,15,2023-03-05,0.53,14,16,10,
42853905,Dtown New Bellevue -Monthly Rental,111294431,Magdalina,,Ville-Marie,45.49503,-73.56873,Entire home/apt,95,32,3,2022-10-05,0.14,25,15,2,
42865399,Humble 1BR Condo. 20 mins to/from Airport,142983237,Kofi,,Pierrefonds-Roxboro,45.50316,-73.78287,Entire home/apt,65,31,99,2023-03-29,3.03,1,132,50,
41613652,.,28754730,Julie,,Mercier-Hochelaga-Maisonneuve,45.59491,-73.51198,Entire home/apt,75,1,48,2023-04-02,1.31,12,182,34,291701
42875674,Amazing 3 BR open concept w/patio+BBQ! Sleeps 10,8414446,Artie,,Le Plateau-Mont-Royal,45.52397,-73.57926,Entire home/apt,508,1,64,2023-03-23,1.83,12,11,34,300901
42878042,Signature + Apartment - 2 bedrooms with sofa-bed,341423652,Griffintown Hotel,,Le Sud-Ouest,45.49144,-73.55832,Entire home/apt,411,1,52,2023-04-10,1.55,6,339,38,300840
42895500,Gorgeous Luxury High Rise Condo w/ Views Downtown,189519197,Nikki,,Ville-Marie,45.49477,-73.56871,Entire home/apt,92,31,5,2023-03-05,0.20,15,170,3,
41620337,Monthly stay in Montreal,118374434,Pri,,Ville-Marie,45.49612045288086,-73.57046508789062,Entire home/apt,495,32,0,,,1,223,0,
40634409,Cozy private bedroom & bathroom in welcoming house,120591100,Mathieu,,Lachine,45.44591,-73.71681,Private room,80,1,100,2023-03-31,2.45,1,37,57,307672
40635764,Dtown Bling -Monthly Rental,111294431,Magdalina,,Ville-Marie,45.49689,-73.56854,Entire home/apt,107,32,1,2022-07-11,0.11,25,38,1,
40638259,"Bright, cozy and furnished 3 ½ in Villeray",2641622,Sylvie,,Villeray-Saint-Michel-Parc-Extension,45.54073,-73.61509,Entire home/apt,66,57,0,,,1,0,0,
40640519,Loft / Downtown Plateau,134010568,Marc,,Le Plateau-Mont-Royal,45.52001,-73.58826,Entire home/apt,150,31,0,,,1,0,0,
40658354,"Comfy room C, 5 minutes to Metro Angrignon",64392411,Chunyan,,Le Sud-Ouest,45.44914,-73.60089,Private room,35,2,63,2023-03-25,1.58,4,49,37,290418
40660332,Modern suite in downtown village of Montréal,310761113,Bao,,Ville-Marie,45.5216,-73.55641,Entire home/apt,75,31,6,2020-02-09,0.15,1,0,0,
40668414,Magnifique condo dans Hochelaga!,276622394,Cedric,,Mercier-Hochelaga-Maisonneuve,45.54026,-73.54,Entire home/apt,300,39,1,2020-01-02,0.03,1,365,0,
42905135,"Near Metro, walk to McGill Uni., shopping, restos",107289387,Ry,,Ville-Marie,45.51207,-73.56907,Entire home/apt,99,230,0,,,2,226,0,
42940865,Sonder Le Victoria | Two-Bedroom Apartment,224865057,Sonder (Montreal),,Ville-Marie,45.50085,-73.55793,Entire home/apt,301,2,116,2023-03-07,3.44,40,242,40,300796
41680445,Confort au Coeur du Plateau,3431774,Claudia,,Le Plateau-Mont-Royal,45.53637,-73.57636,Entire home/apt,150,31,5,2022-09-20,0.50,1,138,5,300876
41684190,"Sublime & comfortable, sleep 14 residence",237107097,Robert,,Ville-Marie,45.49992,-73.58557,Entire home/apt,390,2,100,2023-03-31,2.57,33,242,44,299962
42950272,Sonder Le Victoria | Superior 1BR Apt,224865057,Sonder (Montreal),,Ville-Marie,45.50068,-73.55982,Entire home/apt,183,2,136,2023-02-05,3.64,40,248,45,300796
42950431,Sonder Le Victoria | Studio Apartment,224865057,Sonder (Montreal),,Ville-Marie,45.50054,-73.55802,Entire home/apt,190,2,95,2023-03-31,2.56,40,248,72,300796
42950980,Sonder Le Victoria | One-Bedroom Apartment,224865057,Sonder (Montreal),,Ville-Marie,45.50177,-73.55795,Entire home/apt,151,2,14,2022-09-25,0.43,40,115,2,300796
42954519,1 bedroom apt in downtown next 2 station Beaudry,62011508,Dave,,Ville-Marie,45.519558,-73.557014,Entire home/apt,55,60,2,2022-07-01,0.17,1,14,2,
40671137,"Modern, cozy near downtown and the river",13866146,Valentin,,Verdun,45.45448,-73.57651,Entire home/apt,118,3,31,2023-03-23,0.99,1,111,16,302271
40676632,M-Montreal Group Apartment,217614980,M Montreal,,Ville-Marie,45.51694,-73.55593,Private room,450,1,11,2022-01-01,0.33,14,0,0,539280
42971476,Luxury Studio w/ DT & River Views Bell Center HEC,70799420,Tony,,Ville-Marie,45.49646,-73.56877,Entire home/apt,107,31,6,2022-12-31,0.32,5,228,3,
42972702,Brand New Light filled Mile End Flat by Denstays,487327,Louis,,Le Plateau-Mont-Royal,45.52235,-73.60145,Entire home/apt,152,2,95,2023-04-08,2.95,61,303,50,300301
42973679,Stunning 1 Bedroom in Mile End by Denstays,487327,Louis,,Le Plateau-Mont-Royal,45.52419,-73.60191,Entire home/apt,93,31,76,2023-04-04,2.31,61,274,44,300301
40691799,Downtown designer furnished condo,48350461,Jennifer,,Ville-Marie,45.49535,-73.56731,Entire home/apt,75,31,4,2023-02-20,0.60,1,286,4,
40698332,New 3BR perfect for ★Business/Relocation★Leisure★,66340481,Daniel,,Le Sud-Ouest,45.47793,-73.58907,Entire home/apt,119,31,3,2021-11-13,0.08,37,128,0,
40698953,"Waterfront Treehouse Dream, Old Port of Montreal",1766393,Missy,,Ville-Marie,45.50666037093686,-73.55259989721188,Entire home/apt,366,31,7,2022-08-21,0.21,2,178,5,
40701512,Southeast Asia Vibes -Fantastic Location,314256859,Pascale,,Le Plateau-Mont-Royal,45.51855,-73.57721,Entire home/apt,182,2,88,2023-03-31,2.24,5,123,57,307282
41714452,Bel appartement situé au cœur du plateau,43856349,Clemence,,Le Plateau-Mont-Royal,45.53362,-73.5703,Entire home/apt,160,5,2,2022-06-25,0.05,1,5,1,310123
42973895,Perfectly Located Mile End 2 Bdr Unit by Denstays,487327,Louis,,Le Plateau-Mont-Royal,45.52442,-73.60101,Entire home/apt,119,2,97,2023-03-18,2.73,61,290,49,300301
42987435,Modern Stunning Studio - Le Plateau,189519197,Nikki,,Le Plateau-Mont-Royal,45.51274,-73.57342,Entire home/apt,110,31,32,2022-12-17,0.96,15,185,21,
43003117,***COZY SPACE+ SMART TV+ DOWNTOWN MTL ***,137015168,Marc,,Ville-Marie,45.50503,-73.55667,Entire home/apt,100,32,1,2020-06-29,0.03,11,0,0,
43022605,Luxueux logement près du metro!,319911981,Guy Et Isa,,Ahuntsic-Cartierville,45.54941,-73.64991,Entire home/apt,114,31,10,2022-11-20,0.30,7,93,2,
43023017,Temporary Business Relocation |downtown | business,66340481,Daniel,,Ville-Marie,45.50965,-73.56181,Entire home/apt,65,31,3,2022-12-13,0.20,37,89,2,
43023129,Charming ❤ Studio ❤ Downtown - Arts District,66340481,Daniel,,Ville-Marie,45.50982,-73.5604,Entire home/apt,73,31,5,2021-11-04,0.16,37,71,0,310523
43024528,Studio 7,186493712,Pierre,,Rosemont-La Petite-Patrie,45.5434,-73.59097,Entire home/apt,75,31,12,2023-03-03,0.39,2,309,9,
41767564,❤️❤️SUPER DELUX house-4room-9🛏-3Bth🚽-1FREE 🚘PARKIN❤️❤️,329963230,Hoang,,Rosemont-La Petite-Patrie,45.5451,-73.59858,Entire home/apt,523,1,78,2023-04-08,2.00,1,316,41,297417
41768108,Private BR 1min CDN Metro- 5 min HEC-UdEM (D),329961598,Malick,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.49542,-73.62335,Private room,41,31,7,2022-02-10,0.18,3,210,0,
43037010,Stunning Modern Loft in the heart of Le Plateau,189519197,Nikki,,Le Plateau-Mont-Royal,45.51275,-73.57428,Entire home/apt,88,31,50,2023-04-02,1.47,15,31,23,
43042529,Comfort Plus Apartment with 1 bedroom,341423652,Griffintown Hotel,,Le Sud-Ouest,45.49144,-73.55832,Entire home/apt,251,1,47,2023-04-08,1.36,6,354,11,300840
43051445,Cozy 2BR - Crescent street - Downtown,9818417,Andre,,Ville-Marie,45.4957,-73.57283,Entire home/apt,60,31,6,2022-07-03,0.34,20,157,4,
43059484,Huge Ground Floor/Private courtyard /Free Parking*,57761284,Bernhard And Frederique,,Le Plateau-Mont-Royal,45.51995,-73.57405,Entire home/apt,2406,3,19,2022-11-06,0.73,8,0,8,296525
43080993,Gorgeous 3BEDS/2BA Artistic Mile End+FreeParking,187855627,Justin,,Le Plateau-Mont-Royal,45.52221,-73.59836,Entire home/apt,314,2,71,2023-04-09,2.18,16,89,66,296490
43085506,Strawberry Stays! Secret to sweet dreams!,128430021,Philippe,,Mercier-Hochelaga-Maisonneuve,45.54528,-73.54625,Entire home/apt,103,1,253,2023-04-06,7.37,17,127,106,299589
41784116,Private room near Place versailles,246194185,Jian,,Mercier-Hochelaga-Maisonneuve,45.58667,-73.53751,Private room,26,32,5,2022-12-31,0.16,8,259,2,
40709175,"bright, spacious loft in Plateau",84015,Chad,,Le Plateau-Mont-Royal,45.516963958740234,-73.57991027832031,Entire home/apt,180,6,11,2023-03-06,0.70,1,1,10,308232
40721131,"Warm and well designed studio, steps to subway",9770464,Melissa,,Ville-Marie,45.521076,-73.557976,Entire home/apt,49,32,10,2022-12-27,0.25,15,102,3,
44168888,Auberge alternative du Vieux-Montréal (Hostel),4238907,Eloï,,Ville-Marie,45.50171,-73.55528,Shared room,35,1,43,2023-03-12,1.33,7,147,31,115706
44184373,Condo Semi-Furnished / 10 min Walk Métro St-Michel,11429685,Ricardo,,Villeray-Saint-Michel-Parc-Extension,45.56511,-73.59988,Entire home/apt,45,365,0,,,1,6,0,
43093684,Strawberry Stays! Secret to sweet dreams!,128430021,Philippe,,Mercier-Hochelaga-Maisonneuve,45.54395,-73.54399,Entire home/apt,109,1,284,2023-04-06,7.95,17,83,121,299589
44209470,Le Bijou Brand New Designer 2-bedroom,162579704,Lily,,Côte-des-Neiges-Notre-Dame-de-Grâce,45.46376,-73.61611,Entire home/apt,108,1,57,2023-04-10,1.71,28,16,19,300482
44210329,Strawberry Stays! Secret to sweet dreams!,128430021,Philippe,,Mercier-Hochelaga-Maisonneuve,45.54483,-73.54386,Entire home/apt,103,1,225,2023-04-13,6.73,17,141,88,299589
44212795,[Business Travel Ready] Studio Palais de Congres!,117827514,Alex,,Ville-Marie,45.51021,-73.56025,Entire home/apt,118,31,7,2023-03-05,0.60,22,61,7,
44212813,Modern Suite  perfect for ★ Business/Relocation ★!,117827514,Alex,,Ville-Marie,45.50071,-73.56651,Entire home/apt,116,31,2,2022-11-16,0.37,22,59,2,
